,name,price,spec_score,votes,user_rating,os,weight,screen_size,resolution,battery,processor_name,processor_speed,graphics_card,rom_memory,internal_memory,wireless_connection,hardware_features
43,HP 255 G8 689T4PA Laptop (Ryzen 3 3250U/ 8GB/512GB SSD/ Win11 Home),"₹25,680",55,342 votes • 19 reviews,4.2,OS: Windows 11,1.74 kgHeavy,15.6 inchesAverage,1920 x 1080 pixelsAverage,"41 Wh, 3 Cell BatteryGood",3rd Gen AMD Ryzen 3 3250U,2 x 2.6 GHz (Turbo Speed upto 3.5 GHz) Cores,AMD Radeon AMD Graphics,8 GB DDR4 RAMLargest,512 GB SSD,"WiFi, Bluetooth v5.0",Inbuilt Microphone
44,MSI Modern 14 C7M-062IN Laptop (Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11),"₹37,990",59,"1,160 votes • 13 reviews",4.3,OS: Windows 11,1.4 kgLight,14 inchesSmall,1920 x 1080 pixelsAverage,"39.3 Wh, 3 Cell BatteryGood",7th Gen AMD Ryzen 5 7530U,6 x 2 GHz (Turbo Speed upto 4.5 GHz) Cores,AMD Radeon AMD Graphics,16 GB DDR4 RAMLargest,512 GB SSD,"WiFi, Bluetooth v5.2","Backlit Keyboard, Inbuilt Microphone"
45,Dell Inspiron 5420 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹69,999",62,103 votes ,4.4,OS: Windows 11,1.54 kgLight,14 inchesAverage,1920 x 1080 pixelsAverage,4 Cell Battery,12th Gen Intel Core i5 1240P,4 x 1.7 GHz (Turbo Speed upto 4.4 GHz) Performance Cores8 x 1.2 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,Intel Integrated UHD Graphics,16 GB DDR5 RAMAverage,512 GB SSD,"WiFi, Bluetooth v4.0","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
46,Asus TUF Gaming F15 FX506HC-HN362WS Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹59,990",66,"2,240 votes • 28 reviews",4.5,OS: Windows 11,2.3 kgHeavy,15.6 inchesLarge,1920 x 1080 pixelsAverage,4 Cell Battery,11th Gen Intel Core i5 11400H ,6 x 2.2 GHz (Turbo Speed upto 4.5 GHz) Cores,"4 GB, NVIDIA GeForce RTX 3050 GraphicsLargest",16 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.2","Backlit Keyboard, Inbuilt Microphone"
47,Asus Vivobook 16X 2022 M1603QA-MB502WS Laptop (Ryzen 5-5600H/ 8GB/ 512GB SSD/ Win11 Home),"₹46,990",62,"1,220 votes ",4.2,OS: Windows 11,1.8 kgHeavy,16 inchesLarge,1920 x 1200 pixelsGood,"50 Wh, 3 Cell BatteryGood",5th Gen AMD Ryzen 5 5600H,6 x 3.3 GHz (Turbo Speed upto 4.2 GHz) Cores,AMD Radeon Vega 7 Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.0","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
48,Samsung Galaxy Book2 Pro 360 13 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹72,990",63,182 votes ,4.0,OS: Windows 11,1.04 kgLight,13.3 inchesSmall,1080 x 1920 pixelsAverage,,12th Gen Intel Core i5 1240P,4 x 1.7 GHz (Turbo Speed upto 4.4 GHz) Performance Cores8 x 1.2 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,Intel Iris Xe Graphics Graphics,16 GB LPDDR5 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.1","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
49,iBall Excelance CompBook Laptop (AQC/ 2GB/ 32GB/Win10),"₹8,000",35,"1,743 votes • 62 reviews",3.8,OS: Windows 10,1 kgLightest,11.6 inchesLargest,1366 x 768 pixelsBest,,Intel Atom Quad Core Z3735F,4 x 1.33 GHz (Turbo Speed upto 1.83 GHz) Cores,Intel HD Graphics Graphics,2 GB DDR3 RAMLargest,32 GB HARD DiskLargest,"WiFi, Bluetooth",0.3 MP Camera
50,Apple MacBook Air 2024 MXCT3HN/A Laptop (Apple M3/ 16GB/ 512GB SSD/ MacOS),"₹1,54,900",52,76 votes ,4.1,OS: Mac,1.24 kgLight,13.6 inchesSmall,2560 x 1664 pixelsGood,52.6 Wh BatteryGood,Apple M3,4 x Performance Cores4 x Efficient Cores,16 GB RAMAverage,512 GB SSD,,"WiFi, Bluetooth v5.3","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
51,Apple MacBook Air 2024 MRYN3HN/A Laptop (Apple M3/ 8GB/ 512GB SSD/ MacOS),"₹1,54,900",56,84 votes ,4.2,OS: Mac,1.51 kgLight,15.3 inchesSmall,2880 x 1864 pixelsGood,66.5 Wh BatteryGood,Apple M3,4 x Performance Cores4 x Efficient Cores,10-Core GPU Graphics,8 GB DDR4 RAMSmallest,512 GB SSD,"WiFi, Bluetooth v5.3","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
52,Apple MacBook Air 15 2024 MRYR3HN/A Laptop (Apple M3/ 8GB/ 256GB SSD/ MacOS),"₹1,34,225",54,67 votes ,4.1,OS: Mac,1.51 kgAverage,15.3 inchesAverage,2880 x 1864 pixelsGood,66.5 Wh BatteryGood,Apple M3,4 x Performance Cores4 x Efficient Cores,10-Core GPU Graphics,8 GB DDR4 RAMSmallest,256 GB SSD,"WiFi, Bluetooth v5.3","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
53,HP Spectre x360 14-ef2035TU Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11 Home),"₹1,46,990",72,65 votes ,4.3,OS: Windows 11,1.36 kgLight,13.5 inchesSmall,3000 x 2000 pixelsGood,"66 Wh, 4 Cell BatteryGood",13th Gen Intel Core i7 1355U,2 x (Turbo Speed upto 5 GHz) Performance Cores8 x (Turbo Speed upto 3.7 GHz) Efficient Cores,Intel Iris Xe Graphics Graphics,32 GB LPDDR4X RAMLargest,1 TB SSD,"WiFi, Bluetooth v5.3",5 MP Camera
54,Lenovo Thinkpad E16 21JN004GIG Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ DOS),"₹63,490",59,67 votes ,4.3,OS: Windows 11,1.77 kgAverage,16 inchesLarge,1920 x 1080 pixelsAverage,"47 Wh, 3 Cell BatteryGood",13th Gen Intel Core i5 1335U,2 x (Turbo Speed upto 4.6 GHz) Performance Cores8 x (Turbo Speed upto 3.4 GHz) Efficient Cores,Intel Integrated Iris Xe Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.1","Fingerprint Sensor, Inbuilt Microphone"
55,HP Omen 14-fb0007TX Gaming Laptop (Intel Core Ultra 7 155H/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,91,668",77,105 votes ,4.7,OS: Windows 11,1.75 kgAverage,14 inchesSmall,2880 x 1800 pixelsAverage,"71 Wh, 6 Cell BatteryGood",Intel Core Ultra 7 Series 1 155H,6 x 1.4 GHz (Turbo Speed upto 4.8 GHz) Performance Cores8 x 900 MHz (Turbo Speed upto 3.8 GHz) Efficient Cores2 x 700 MHz (Turbo Speed upto 2.5 GHz) Low Power Efficient Cores,"8 GB, NVIDIA GeForce RTX 4060 GraphicsAverage",16 GB LPDDR5x RAMAverage,1 TB SSD,"WiFi, Bluetooth v5.3","Backlit Keyboard, Inbuilt Microphone"
56,Lenovo IdeaPad Slim 5 ‎16IMH9 83DC0042IN Laptop (Intel Core Ultra 5/ 16 GB RAM/ 1TB SSD/ Win 11),"₹75,990",48,55 votes ,4.1,OS: Windows 11,,16 inchesLarge,1920 x 1200 pixelsGood,"57 Wh, 3 Cell BatteryGood",Intel Core Ultra 5 Series 1 125H,4 x 1.2 GHz (Turbo Speed upto 4.5 GHz) Performance Cores8 x 700 MHz (Turbo Speed upto 3.6 GHz) Efficient Cores2 x 700 MHz (Turbo Speed upto 2.5 GHz) Low Power Efficient Cores,Intel Arc Graphics Graphics,16 GB LPDDR5 RAMAverage,1 TB SSD,"WiFi, Bluetooth v5.3","Backlit Keyboard, Inbuilt Microphone"
57,Asus ROG Strix SCAR 16 2024 G634JYR-RA001WS Gaming Laptop (14th Gen Core i9/ 32GB/ 2TB SSD/ Win11 Home/ 16GB Graph),"₹3,29,990",92,102 votes ,4.2,OS: Windows 11,2.65 kgAverage,16 inchesAverage,2560 x 1600 pixelsAverage,"90 Wh, 4 Cell BatteryGood",14th Gen Intel Core i9 14900HX,8 x 2.2 GHz (Turbo Speed upto 5.8 GHz) Performance Cores16 x 1.6 GHz (Turbo Speed upto 4.1 GHz) Efficient Cores,"16 GB, NVIDIA GeForce RTX 4090 GraphicsLargest",32 GB DDR5 RAMAverage,2 TB SSD,"WiFi, Bluetooth v5.3","Backlit Keyboard, Inbuilt Microphone"
58,Lenovo ThinkBook 15 G5 20VG0008UK Laptop (AMD Ryzen 7 7730U/ 16GB/ 512 GB SSD/ Win11),"₹49,990",65,61 votes ,4.4,OS: Windows 11,1.7 kgAverage,15.6 inchesAverage,1920 x 1080 pixelsAverage,"45 Wh, 3 Cell BatteryGood",7th Gen AMD Ryzen 7 7730U,8 x 2 GHz (Turbo Speed upto 4.5 GHz) Cores,AMD Radeon AMD Graphics,16 GB DDR4 RAMLarge,512 GB SSD,"WiFi, Bluetooth v5.1","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
59,Honor MagicBook X16 2024 ‎Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹46,990",54,338 votes ,4.2,OS: Windows 11,1.68 kgAverage,16 inchesLarge,1920 x 1200 pixelsGood,3 Cell Battery,12th Gen Intel Core i5 12450H,4 x 2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores4 x 1.5 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,Intel UHD Graphics Graphics,16 GB LPDDR4x RAMLargest,512 GB SSD,"WiFi, Bluetooth","Backlit Keyboard, Inbuilt Microphone"
60,HP Omen 16-xf0081AX Gaming Laptop (AMD Ryzen 7 7840HS/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,35,999",83,71 votes ,4.4,OS: Windows 11,2.37 kgHeavy,16 inchesLarge,1440 x 2560 pixelsAverage,"83 Wh, 6 Cell BatteryGood",7th Gen AMD Ryzen 7 7840HS,8 x 3.8 GHz (Turbo Speed upto 5.1 GHz) Cores,"8 GB, NVIDIA GeForce RTX 4060 GraphicsLargest",32 GB DDR5 RAMLargest,1 TB SSD,"WiFi, Bluetooth v5.3","Backlit Keyboard, Inbuilt Microphone"
61,Infinix INBook Y4 Max Series Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),"₹43,990",53,121 votes • 14 reviews,4.5,OS: Windows 11,1.78 kgHeavy,16 inchesLarge,1920 x 1200 pixelsGood,70 Wh BatteryGood,13th Gen Intel Core i5 1335U,2 x (Turbo Speed upto 4.6 GHz) Performance Cores8 x (Turbo Speed upto 3.4 GHz) Efficient Cores,Intel Integrated Iris Xe Graphics,16 GB LPDDR4X RAMLargest,512 GB SSD,"WiFi, Bluetooth v5.2","Backlit Keyboard, Inbuilt Microphone"
62,Asus TUF Gaming F17 FX706HF-HX044WS Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹51,990",59,56 votes ,4.2,OS: Windows 11,1 Year Warranty,17 inchesLargest,1920 x 1080 pixelsAverage,"48 Wh, 3 Cell BatteryGood",11th Gen Intel Core i5 11400H,6 x 2.2 GHz (Turbo Speed upto 4.5 GHz) Cores,"4 GB, NVIDIA GeForce RTX 2050 GraphicsLargest",8 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.3","Backlit Keyboard, Inbuilt Microphone"
63,Infinix INBook Y4 Max Series YL613 Laptop (13th Gen Core i3/ 16GB/ 512GB SSD/ Win 11 Home),"₹36,990",54,122 votes • 9 reviews,4.5,OS: Windows 11,1.78 kgHeavy,16 inchesLargest,1920 x 1200 pixelsGood,70 Wh BatteryGood,13th Gen Intel Core i3 1315U,2 x 1.2 GHz (Turbo Speed upto 4.5 GHz) Performance Cores4 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,Intel Integrated Iris Xe Graphics,16 GB LPDDR4X RAMLargest,512 GB SSD,"WiFi, Bluetooth v5.2","Backlit Keyboard, Inbuilt Microphone"
64,Acer Aspire Lite 15 AL15-52 Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11),"₹34,880",56,119 votes • 2 reviews,4.3,OS: Windows 11,1.59 kgLight,15.6 inchesAverage,1920 x 1080 pixelsAverage,"36 Wh, 3 Cell BatteryGood",12th Gen Intel Core i3 1215U,2 x 1.2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores4 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,Intel UHD Graphics Graphics,16 GB DDR4 RAMLargest,512 GB SSD,"WiFi, Bluetooth",Inbuilt Microphone
65,HP Omen 16-wf1025TX Gaming Laptop (14th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,37,990",79,63 votes ,4.2,OS: Windows 11,2.39 kgHeavy,16.1 inchesLarge,1920 x 1080 pixelsBad,"83 Wh, 6 Cell BatteryGood",14th Gen Intel Core i7 14700HX,8 x 2.1 GHz (Turbo Speed upto 5.5 GHz) Performance Cores12 x 1.5 GHz (Turbo Speed upto 3.9 GHz) Efficient Cores,"8 GB, NVIDIA GeForce RTX 4060 GraphicsAverage",16 GB DDR5 RAMAverage,1 TB SSD,"WiFi, Bluetooth v5.3","Backlit Keyboard, Inbuilt Microphone"
66,MSI Titan 18 HX Gaming Laptop (14th Gen Core i9/ 32GB/ 2TB SSD/ Win11 Home/ RTX 4090),"₹5,99,990",87,72 votes ,4.2,OS: Windows 11,,18 inchesLargest,3840 x 2400 pixelsBest,4 Cell Battery,14th Gen Intel Core i9 14900HX,"16 GB, NVIDIA GeForce RTX 4090 GraphicsLargest",,,,"WiFi, Bluetooth v5.4","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
67,Lenovo Legion Pro 5 161IRX9 Laptop (14th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,49,990",69,101 votes ,4.7,OS: Windows 11,,16 inchesAverage,2560 x 1600 pixelsAverage,"80 Wh, 4 Cell BatteryGood",Intel Core i9 14900HX,8 x (Turbo Speed upto 5.5 GHz) Performance Cores16 x (Turbo Speed upto 3.7 GHz) Efficient Cores,"8 GB, NVIDIA GeForce RTX 4070 GraphicsAverage",32 GB DDR5 RAMLargest,1 TB SSD,"WiFi, Bluetooth v5.1","Backlit Keyboard, Inbuilt Microphone"
68,Samsung Galaxy Book 4 Pro 360 Laptop (Intel Core Ultra 7/ 16GB/ 512GB SSD/ Win11),"₹1,99,990",72,60 votes ,4.4,OS: Windows 11,1.66 kgLight,16 inchesAverage,2880 x 1800 pixelsAverage,76 Wh BatteryGood,Intel Core Ultra 7 Series 1 155H,6 x 1.4 GHz (Turbo Speed upto 4.8 GHz) Performance Cores8 x 900 MHz (Turbo Speed upto 3.8 GHz) Efficient Cores2 x 700 MHz (Turbo Speed upto 2.5 GHz) Low Power Efficient Cores,Intel Arc Graphics Graphics,16 GB LPDDR5X RAMAverage,512 GB SSD,"WiFi, Bluetooth","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
69,Xiaomi Redmi Book 16 2024 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),"₹52,990",57,56 votes ,4.2,OS: Windows 11,1.68 kgAverage,16 inchesLarge,2560 x 1600 pixelsGood,72 Wh BatteryGood,13th Gen Intel Core i5 13500H,4 x (Turbo Speed upto 4.7 GHz) Performance Cores8 x (Turbo Speed upto 3.5 GHz) Efficient Cores,Intel Iris Xe Graphics Graphics,16 GB LPDDR5 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.2","Backlit Keyboard, Inbuilt Microphone"
70,HP Pavilion 15-eg3032TU Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),"₹84,700",64,81 votes ,4.7,OS: Windows 11,1.75 kgAverage,15.6 inchesAverage,1920 x 1080 pixelsAverage,"41 Wh, 3 Cell BatteryGood",13th Gen Intel Core i7 1360P,4 x 2.2 GHz (Turbo Speed upto 5 GHz) Performance Cores8 x 1.6 GHz (Turbo Speed upto 3.7 GHz) Efficient Cores,Intel Iris Xe Graphics Graphics,16 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.3","Backlit Keyboard, Inbuilt Microphone"
71,HP Victus 15-fa1145TX Gaming Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),"₹62,990",68,416 votes • 13 reviews,4.3,OS: Windows 11,2.37 kgHeavy,15.6 inchesAverage,1920 x 1080 pixelsAverage,"52.5 Wh, 3 Cell BatteryGood",12th Gen Intel Core i5 12450H,4 x 2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores4 x 1.5 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"4 GB, NVIDIA GeForce RTX 2050 GraphicsAverage",16 GB DDR4 RAMAverage,1 TB SSD,"WiFi, Bluetooth v5.3","Backlit Keyboard, Inbuilt Microphone"
72,Apple MacBook Pro 16 2023 Laptop (Apple M3 Max/ 48GB/ 1TB SSD/ macOS),"₹3,99,900",65,103 votes ,4.7,OS: Mac,2.16 kgLight,16.2 inchesAverage,3456 x 2234 pixelsGood,100 Wh BatteryGood,Apple M3 Max,12 x Performance Cores4 x Efficient Cores,48 GB RAMLarge,1 TB SSD,,"WiFi, Bluetooth v5.3","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
73,Apple MacBook Pro 14 2023 Laptop (Apple M3 Pro/ 18GB/ 512GB SSD/ macOS),"₹1,86,899",54,92 votes ,4.8,OS: Mac,1.61 kgLight,14.2 inchesSmall,3024 x 1964 pixelsGood,,Apple M3 Pro,5 x Performance Cores6 x Efficient Cores,18 GB RAMLarge,512 GB SSD,,"WiFi, Bluetooth v5.3","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
74,Lenovo V15 G4 Laptop (AMD Athlon Silver 7120U/ 8GB/ 512GB SSD/ Win11 Home),"₹24,790",44,136 votes • 9 reviews,4.4,OS: Windows 11,,15.6 inchesLargest,1920 x 1080 pixelsAverage,,AMD Athlon Silver 7120U,2 x 2.4 GHz (Turbo Speed upto 3.5 GHz) Cores,AMD Radeon 610M Graphics,8 GB LPDDR5 RAMLargest,512 GB SSD,"WiFi, Bluetooth v5.1",Inbuilt Microphone
75,Dell Inspiron 3530 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),"₹69,990",53,76 votes ,4.3,OS: Windows 11,,15.6 inchesAverage,1920 x 1080 pixelsAverage,,13th Gen Intel Core i7 1355U,2 x (Turbo Speed upto 5 GHz) Performance Cores8 x (Turbo Speed upto 3.7 GHz) Efficient Cores,Intel UHD Graphics Graphics,16 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.0","Backlit Keyboard, Inbuilt Microphone"
76,Asus Vivobook 15 X1502ZA-EJ385WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹41,990",53,141 votes • 9 reviews,4.2,OS: Windows 11,,15.6 inchesLarge,1920 x 1080 pixelsAverage,3 Cell Battery,12th Gen Intel Core i3 1220P,2 x 1.5 GHz (Turbo Speed upto 4.4 GHz) Performance Cores8 x 1.1 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,Intel UHD Graphics Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.0","Fingerprint Sensor, Inbuilt Microphone"
77,Dell G15-5530 15 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹99,990",70,56 votes ,4.6,OS: Windows 11,2.65 kgHeavy,15.6 inchesAverage,1920 x 1080 pixelsAverage,6 Cell Battery,13th Gen Intel Core i7 13650HX,6 x (Turbo Speed upto 4.9 GHz) Performance Cores8 x (Turbo Speed upto 3.6 GHz) Efficient Cores,"6 GB, NVIDIA GeForce RTX 4050 GraphicsAverage",16 GB DDR5 RAMLargest,1 TB SSD,"WiFi, Bluetooth v5.2","Backlit Keyboard, Inbuilt Microphone"
78,HP 15s-fq5185TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹35,900",55,121 votes • 1 reviews,4.5,OS: Windows 11,1.69 kgAverage,15.6 inchesAverage,1920 x 1080 pixelsAverage,"41 Wh, 3 Cell BatteryGood",12th Gen Intel Core i3 1215U,2 x 1.2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores4 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,Intel Integrated UHD Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.0",Inbuilt Microphone
79,Lenovo Yoga Slim 6 14IAP8 82WU0095IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹64,690",62,"1,044 votes • 22 reviews",4.2,OS: Windows 11,1.35 kgLight,14 inchesSmall,2240 x 1400 pixelsGood,"65 Wh, 4 Cell BatteryGood",12th Gen Intel Core i5 1240P,4 x 1.7 GHz (Turbo Speed upto 4.4 GHz) Performance Cores8 x 1.2 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,Intel Integrated Iris Xe Graphics,16 GB LPDDR5 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.1","Backlit Keyboard, Inbuilt Microphone"
80,Zebronics Pro Series Y ZEB-NBC 1S Laptop (11th Gen Core i3 / 8GB/ 512GB SSD/ Win11 Home),"₹23,990",51,190 votes • 15 reviews,3.9,OS: Windows 11,1.65 kgAverage,15.6 inchesAverage,1920 x 1080 pixelsAverage,,11th Gen Intel Core i3 1125G4,4 x (Turbo Speed upto 3.7 GHz) Cores,Intel Integrated UHD Graphics,8 GB LPDDR4 RAMLargest,512 GB SSD,"WiFi, Bluetooth v5.0",2 MP Camera
81,Asus TUF Gaming F17 FX707ZC4-HX048WS Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹71,990",66,112 votes • 1 reviews,4.2,OS: Windows 11,2.6 kgHeavy,17.3 inchesLargest,1920 x 1080 pixelsAverage,"90 Wh, 4 Cell BatteryGood",12th Gen Intel Core i5 12500H,4 x 2.5 GHz (Turbo Speed upto 4.5 GHz) Performance Cores8 x 1.8 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"4 GB, NVIDIA GeForce RTX 3050 GraphicsAverage",8 GB DDR5 RAMSmallest,512 GB SSD,"WiFi, Bluetooth v5.2","Backlit Keyboard, Inbuilt Microphone"
82,MSI Bravo 15 B7ED-012IN Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹49,990",61,80 votes • 8 reviews,4.2,OS: Windows 11,2.35 kgHeavy,15.6 inchesAverage,1920 x 1080 pixelsAverage,,7th Gen AMD Ryzen 5 7535HS,6 x 3.3 GHz (Turbo Speed upto 4.55 GHz) Cores,"4 GB, AMD Radeon RX6550M GraphicsLargest",8 GB DDR5 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.3","Backlit Keyboard, Inbuilt Microphone"
83,Lenovo IdeaPad Slim 3 82RK00VWIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹35,091",54,906 votes ,4.1,OS: Windows 11,1.63 kgAverage,15.6 inchesLarge,1920 x 1080 pixelsAverage,"45 Wh, 3 Cell BatteryGood",12th Gen Intel Core i3 1215U,2 x 1.2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores4 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,‎Intel UHD Graphics Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.1",Inbuilt Microphone
84,Chuwi FreeBook Laptop (12th Gen Core i3/ 12GB/ 512GB SSD/ Win11),"₹27,990",44,257 votes • 13 reviews,4.1,OS: Windows 11,,13.5 inchesSmall,2256 x 1504 pixelsBest,,12th Gen Intel Core i3 1215U,2 x 1.2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores4 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,Intel Integrated Intel UHD Graphics Graphics,12 GB LPDDR4 RAMLarge,512 GB SSD,3 x USB Type-C,
85,HP Victus 16-s0095AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹79,990",72,277 votes • 14 reviews,4.3,OS: Windows 11,2.31 kgHeavy,16.1 inchesLarge,1920 x 1080 pixelsAverage,"70 Wh, 4 Cell BatteryGood",7th Gen AMD Ryzen 7 7840HS,8 x 3.8 GHz (Turbo Speed upto 5.1 GHz) Cores,"6 GB, NVIDIA GeForce RTX 3050 GraphicsLarge",16 GB DDR5 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.3","Backlit Keyboard, Inbuilt Microphone"
86,HP 15S-FQ5202TU Laptop (12th Gen Core i5/ 8 GB RAM/ 512 GB SSD/ Win 11),"₹48,490",53,"2,425 votes • 7 reviews",4.1,OS: Windows 11,1.69 kgAverage,15.6 inchesLarge,1920 x 1080 pixelsAverage,"41 Wh, 3 Cell BatteryGood",12th Gen Intel Core i5 1235U,2 x 1.3 GHz (Turbo Speed upto 4.4 GHz) Performance Cores8 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,Intel Iris Xe Graphics Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.0",Inbuilt Microphone
87,Acer Aspire 7 A715-76G UN.QMYSI.002 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹53,990",66,"1,246 votes • 12 reviews",4.3,OS: Windows 11,2.1 kgHeavy,15.6 inchesAverage,1920 x 1080 pixelsAverage,"50 Wh, 3 Cell BatteryGood",12th Gen Intel Core i5 12450H,4 x 2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores4 x 1.5 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"4 GB, NVIDIA GeForce RTX 2050 GraphicsLargest",16 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.2","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
88,Asus TUF Gaming F15 FX506HE-HN382W Gaming Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹69,990",66,313 votes ,4.4,OS: Windows 11,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,"90 Wh, 4 Cell BatteryGood",11th Gen Intel Core i7 11800H,8 x 2.3 GHz (Turbo Speed upto 4.6 GHz) Cores,"4 GB, NVIDIA GeForce RTX 3050 Ti GraphicsAverage",16 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.2","Backlit Keyboard, Inbuilt Microphone"
89,Asus TUF Gaming F15  FX506HF-HN075W Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹49,990",62,"3,769 votes • 5 reviews",4.3,OS: Windows 11,2.3 kgHeavy,15.6 inchesAverage,1920 x 1080 pixelsAverage,3 Cell Battery,11th Gen Intel Core i5 11260H,6 x 2.1 GHz (Turbo Speed upto 4.4 GHz) Cores,"4 GB, NVIDIA GeForce RTX 2050 GraphicsLargest",8 GB DDR4 RAMAverage,512 GB SSD,"WiFi, Bluetooth v5.3","Backlit Keyboard, Inbuilt Microphone"
